episode,reward,length,loss,timestep
2142,436.0,437,22.982091903686523,645011
2143,206.0,207,17.18023109436035,645218
2144,436.0,437,17.18023109436035,645655
2145,656.0,657,17.18023109436035,646312
2146,145.0,146,17.18023109436035,646458
2147,453.0,454,17.18023109436035,646912
2148,305.0,306,17.15369987487793,647218
2149,940.0,941,17.15369987487793,648159
2150,556.0,557,17.15369987487793,648716
2151,324.0,325,17.15369987487793,649041
2152,78.0,79,17.15369987487793,649120
2153,436.0,437,34.015380859375,649557
2154,556.0,557,34.015380859375,650114
2155,939.0,940,34.015380859375,651054
2156,436.0,437,11.868110656738281,651491
2157,556.0,557,11.868110656738281,652048
2158,871.0,872,11.868110656738281,652920
2159,453.0,454,43.82868194580078,653374
2160,323.0,324,43.82868194580078,653698
2161,454.0,455,43.82868194580078,654153
2162,556.0,557,43.82868194580078,654710
2163,556.0,557,43.82868194580078,655267
2164,453.0,454,80.32848358154297,655721
2165,134.0,135,80.32848358154297,655856
2166,436.0,437,80.32848358154297,656293
2167,297.0,298,80.32848358154297,656591
2168,454.0,455,80.32848358154297,657046
2169,1045.0,1046,42.13607406616211,658092
2170,453.0,454,42.13607406616211,658546
2171,871.0,872,42.13607406616211,659418
2172,182.0,183,28.647001266479492,659601
2173,938.0,939,28.647001266479492,660540
2174,931.0,932,28.647001266479492,661472
2175,556.0,557,24.12765884399414,662029
2176,556.0,557,24.12765884399414,662586
2177,940.0,941,24.12765884399414,663527
2178,936.0,937,19.78095245361328,664464
2179,887.0,888,19.78095245361328,665352
2180,453.0,454,7.519771575927734,665806
2181,454.0,455,7.519771575927734,666261
2182,701.0,702,7.519771575927734,666963
2183,976.0,977,57.01496505737305,667940
2184,376.0,377,57.01496505737305,668317
2185,556.0,557,57.01496505737305,668874
2186,556.0,557,57.01496505737305,669431
2187,436.0,437,29.04924201965332,669868
2188,556.0,557,29.04924201965332,670425
2189,556.0,557,29.04924201965332,670982
2190,304.0,305,29.04924201965332,671287
2191,1050.0,1051,9.114755630493164,672338
2192,454.0,455,9.114755630493164,672793
2193,454.0,455,9.114755630493164,673248
2194,556.0,557,9.42142105102539,673805
2195,305.0,306,9.42142105102539,674111
2196,453.0,454,9.42142105102539,674565
2197,556.0,557,9.42142105102539,675122
2198,556.0,557,9.42142105102539,675679
2199,556.0,557,47.64573669433594,676236
2200,455.0,456,47.64573669433594,676692
2201,556.0,557,47.64573669433594,677249
2202,452.0,453,47.64573669433594,677702
2203,436.0,437,10.27868366241455,678139
2204,556.0,557,10.27868366241455,678696
2205,556.0,557,10.27868366241455,679253
2206,453.0,454,10.27868366241455,679707
2207,556.0,557,2.6286587715148926,680264
2208,324.0,325,2.6286587715148926,680589
2209,556.0,557,2.6286587715148926,681146
2210,656.0,657,2.6286587715148926,681803
2211,324.0,325,9.058326721191406,682128
2212,455.0,456,9.058326721191406,682584
2213,938.0,939,9.058326721191406,683523
2214,556.0,557,24.806968688964844,684080
2215,935.0,936,24.806968688964844,685016
2216,559.0,560,24.806968688964844,685576
2217,296.0,297,24.806968688964844,685873
2218,556.0,557,54.021484375,686430
2219,453.0,454,54.021484375,686884
2220,939.0,940,54.021484375,687824
2221,304.0,305,14.702860832214355,688129
2222,453.0,454,14.702860832214355,688583
2223,297.0,298,14.702860832214355,688881
2224,556.0,557,14.702860832214355,689438
2225,79.0,80,14.702860832214355,689518
2226,556.0,557,14.702860832214355,690075
2227,453.0,454,13.259943962097168,690529
2228,928.0,929,13.259943962097168,691458
2229,305.0,306,13.259943962097168,691764
2230,1050.0,1051,11.831465721130371,692815
2231,291.0,292,11.831465721130371,693107
2232,976.0,977,11.831465721130371,694084
2233,931.0,932,25.739748001098633,695016
2234,454.0,455,25.739748001098633,695471
2235,887.0,888,3.2115345001220703,696359
2236,977.0,978,3.2115345001220703,697337
2237,453.0,454,3.2115345001220703,697791
2238,455.0,456,3.2115345001220703,698247
2239,650.0,651,5.67446756362915,698898
2240,976.0,977,5.67446756362915,699875
2241,293.0,294,5.67446756362915,700169
2242,556.0,557,11.577425956726074,700726
2243,556.0,557,11.577425956726074,701283
2244,323.0,324,11.577425956726074,701607
2245,655.0,656,11.577425956726074,702263
2246,297.0,298,48.835052490234375,702561
2247,323.0,324,48.835052490234375,702885
2248,453.0,454,48.835052490234375,703339
2249,556.0,557,48.835052490234375,703896
2250,887.0,888,42.72270202636719,704784
2251,650.0,651,42.72270202636719,705435
2252,134.0,135,42.72270202636719,705570
2253,887.0,888,42.72270202636719,706458
2254,455.0,456,13.428718566894531,706914
2255,928.0,929,13.428718566894531,707843
2256,1050.0,1051,11.065465927124023,708894
2257,976.0,977,11.065465927124023,709871
2258,937.0,938,6.774643421173096,710809
2259,977.0,978,6.774643421173096,711787
2260,563.0,564,6.774643421173096,712351
2261,556.0,557,13.897392272949219,712908
2262,302.0,303,13.897392272949219,713211
2263,933.0,934,13.897392272949219,714145
2264,556.0,557,13.897392272949219,714702
2265,887.0,888,18.129240036010742,715590
2266,556.0,557,18.129240036010742,716147
2267,939.0,940,4.598005294799805,717087
2268,456.0,457,4.598005294799805,717544
2269,455.0,456,4.598005294799805,718000
2270,601.0,602,4.598005294799805,718602
2271,556.0,557,23.39567756652832,719159
2272,556.0,557,23.39567756652832,719716
2273,929.0,930,23.39567756652832,720646
2274,988.0,989,3.028005838394165,721635
2275,329.0,330,3.028005838394165,721965
2276,453.0,454,3.028005838394165,722419
2277,556.0,557,33.14469528198242,722976
2278,939.0,940,33.14469528198242,723916
2279,556.0,557,33.14469528198242,724473
2280,323.0,324,33.14469528198242,724797
2281,453.0,454,64.39791870117188,725251
2282,976.0,977,64.39791870117188,726228
2283,164.0,165,64.39791870117188,726393
2284,453.0,454,64.39791870117188,726847
2285,556.0,557,12.17556095123291,727404
2286,977.0,978,12.17556095123291,728382
2287,390.0,391,12.17556095123291,728773
2288,453.0,454,13.429296493530273,729227
2289,556.0,557,13.429296493530273,729784
2290,556.0,557,13.429296493530273,730341
2291,453.0,454,13.429296493530273,730795
2292,453.0,454,14.356424331665039,731249
2293,936.0,937,14.356424331665039,732186
2294,453.0,454,14.356424331665039,732640
2295,436.0,437,14.356424331665039,733077
2296,556.0,557,17.51936149597168,733634
2297,991.0,992,17.51936149597168,734626
2298,1049.0,1050,14.312625885009766,735676
2299,976.0,977,14.312625885009766,736653
2300,1050.0,1051,59.79106521606445,737704
2301,451.0,452,59.79106521606445,738156
2302,453.0,454,59.79106521606445,738610
2303,976.0,977,10.04822826385498,739587
2304,655.0,656,10.04822826385498,740243
2305,871.0,872,10.04822826385498,741115
2306,451.0,452,15.69543743133545,741567
2307,556.0,557,15.69543743133545,742124
2308,78.0,79,15.69543743133545,742203
2309,933.0,934,15.69543743133545,743137
2310,871.0,872,23.233428955078125,744009
2311,556.0,557,23.233428955078125,744566
2312,976.0,977,3.373667001724243,745543
2313,79.0,80,3.373667001724243,745623
2314,1045.0,1046,3.373667001724243,746669
2315,453.0,454,3.373667001724243,747123
2316,1045.0,1046,12.075142860412598,748169
2317,556.0,557,12.075142860412598,748726
2318,976.0,977,8.93017292022705,749703
2319,452.0,453,8.93017292022705,750156
2320,454.0,455,8.93017292022705,750611
2321,78.0,79,8.93017292022705,750690
2322,181.0,182,8.93017292022705,750872
2323,935.0,936,16.614004135131836,751808
2324,976.0,977,16.614004135131836,752785
2325,453.0,454,16.614004135131836,753239
2326,556.0,557,9.752467155456543,753796
2327,181.0,182,9.752467155456543,753978
2328,455.0,456,9.752467155456543,754434
2329,556.0,557,9.752467155456543,754991
2330,454.0,455,9.752467155456543,755446
2331,556.0,557,17.11874008178711,756003
2332,324.0,325,17.11874008178711,756328
2333,181.0,182,17.11874008178711,756510
2334,454.0,455,17.11874008178711,756965
2335,931.0,932,14.029146194458008,757897
2336,78.0,79,14.029146194458008,757976
2337,1049.0,1050,14.029146194458008,759026
2338,556.0,557,14.029146194458008,759583
2339,454.0,455,69.7602767944336,760038
2340,976.0,977,69.7602767944336,761015
2341,931.0,932,6.080975532531738,761947
2342,871.0,872,6.080975532531738,762819
2343,932.0,933,6.080975532531738,763752
2344,936.0,937,6.250988960266113,764689
2345,556.0,557,6.250988960266113,765246
2346,436.0,437,6.250988960266113,765683
2347,933.0,934,6.108668327331543,766617
2348,556.0,557,6.108668327331543,767174
2349,976.0,977,24.8891658782959,768151
2350,436.0,437,24.8891658782959,768588
2351,931.0,932,24.8891658782959,769520
2352,979.0,980,13.687187194824219,770500
2353,556.0,557,13.687187194824219,771057
2354,887.0,888,13.687187194824219,771945
2355,556.0,557,12.13004207611084,772502
2356,976.0,977,12.13004207611084,773479
2357,556.0,557,12.13004207611084,774036
2358,145.0,146,22.323610305786133,774182
2359,145.0,146,22.323610305786133,774328
2360,50.0,51,22.323610305786133,774379
2361,324.0,325,22.323610305786133,774704
2362,556.0,557,22.323610305786133,775261
2363,50.0,51,22.323610305786133,775312
2364,935.0,936,7.177583694458008,776248
2365,453.0,454,7.177583694458008,776702
2366,454.0,455,7.177583694458008,777157
2367,454.0,455,7.177583694458008,777612
2368,68.0,69,7.177583694458008,777681
2369,453.0,454,7.177583694458008,778135
2370,453.0,454,3.287229299545288,778589
2371,976.0,977,3.287229299545288,779566
2372,456.0,457,3.287229299545288,780023
2373,556.0,557,9.863266944885254,780580
2374,451.0,452,9.863266944885254,781032
2375,871.0,872,9.863266944885254,781904
2376,436.0,437,26.087478637695312,782341
2377,984.0,985,26.087478637695312,783326
2378,451.0,452,26.087478637695312,783778
2379,978.0,979,6.183692932128906,784757
2380,556.0,557,6.183692932128906,785314
2381,556.0,557,6.183692932128906,785871
2382,453.0,454,6.183692932128906,786325
2383,871.0,872,12.357049942016602,787197
2384,976.0,977,12.357049942016602,788174
2385,556.0,557,2.5394434928894043,788731
2386,454.0,455,2.5394434928894043,789186
2387,453.0,454,2.5394434928894043,789640
2388,454.0,455,2.5394434928894043,790095
2389,453.0,454,4.360752582550049,790549
2390,454.0,455,4.360752582550049,791004
2391,933.0,934,4.360752582550049,791938
2392,556.0,557,4.360752582550049,792495
2393,436.0,437,2.8539793491363525,792932
2394,556.0,557,2.8539793491363525,793489
2395,976.0,977,2.8539793491363525,794466
2396,556.0,557,17.89217185974121,795023
2397,556.0,557,17.89217185974121,795580
2398,556.0,557,17.89217185974121,796137
2399,556.0,557,13.146303176879883,796694
2400,936.0,937,13.146303176879883,797631
2401,181.0,182,13.146303176879883,797813
2402,1049.0,1050,3.978940963745117,798863
2403,453.0,454,3.978940963745117,799317
2404,453.0,454,3.978940963745117,799771
2405,453.0,454,3.978940963745117,800225
2406,453.0,454,3.978940963745117,800679
2407,453.0,454,6.4869465827941895,801133
2408,453.0,454,6.4869465827941895,801587
2409,933.0,934,6.4869465827941895,802521
2410,887.0,888,6.937239170074463,803409
2411,887.0,888,6.937239170074463,804297
2412,1049.0,1050,3.1167783737182617,805347
2413,453.0,454,3.1167783737182617,805801
2414,656.0,657,3.1167783737182617,806458
2415,453.0,454,3.1167783737182617,806912
2416,453.0,454,40.84503173828125,807366
2417,79.0,80,40.84503173828125,807446
2418,976.0,977,40.84503173828125,808423
2419,556.0,557,7.4452714920043945,808980
2420,976.0,977,7.4452714920043945,809957
2421,436.0,437,7.4452714920043945,810394
2422,436.0,437,7.4452714920043945,810831
2423,1048.0,1049,21.738292694091797,811880
2424,556.0,557,21.738292694091797,812437
2425,556.0,557,21.738292694091797,812994
2426,181.0,182,18.308517456054688,813176
2427,1047.0,1048,18.308517456054688,814224
2428,79.0,80,18.308517456054688,814304
2429,453.0,454,18.308517456054688,814758
2430,556.0,557,20.749401092529297,815315
2431,453.0,454,20.749401092529297,815769
2432,436.0,437,20.749401092529297,816206
2433,453.0,454,20.749401092529297,816660
2434,453.0,454,20.749401092529297,817114
2435,453.0,454,28.17214584350586,817568
2436,456.0,457,28.17214584350586,818025
2437,454.0,455,28.17214584350586,818480
2438,556.0,557,28.17214584350586,819037
2439,1045.0,1046,10.131181716918945,820083
2440,979.0,980,10.131181716918945,821063
2441,1048.0,1049,44.43483352661133,822112
2442,436.0,437,44.43483352661133,822549
2443,935.0,936,4.020084381103516,823485
2444,985.0,986,4.020084381103516,824471
2445,77.0,78,4.020084381103516,824549
2446,976.0,977,15.089627265930176,825526
2447,453.0,454,15.089627265930176,825980
2448,453.0,454,15.089627265930176,826434
2449,1045.0,1046,23.83515167236328,827480
2450,1045.0,1046,23.83515167236328,828526
2451,181.0,182,23.83515167236328,828708
2452,436.0,437,23.83515167236328,829145
2453,452.0,453,19.658363342285156,829598
2454,324.0,325,19.658363342285156,829923
2455,976.0,977,19.658363342285156,830900
2456,455.0,456,19.658363342285156,831356
2457,757.0,758,8.025623321533203,832114
2458,324.0,325,8.025623321533203,832439
2459,181.0,182,8.025623321533203,832621
2460,298.0,299,8.025623321533203,832920
2461,436.0,437,8.025623321533203,833357
2462,1045.0,1046,11.55284309387207,834403
2463,556.0,557,11.55284309387207,834960
2464,455.0,456,11.55284309387207,835416
2465,556.0,557,12.303443908691406,835973
2466,324.0,325,12.303443908691406,836298
2467,453.0,454,12.303443908691406,836752
2468,452.0,453,12.303443908691406,837205
2469,976.0,977,16.394699096679688,838182
2470,453.0,454,16.394699096679688,838636
2471,436.0,437,16.394699096679688,839073
2472,1045.0,1046,18.384733200073242,840119
2473,291.0,292,18.384733200073242,840411
2474,436.0,437,18.384733200073242,840848
2475,454.0,455,18.384733200073242,841303
2476,453.0,454,11.131324768066406,841757
2477,556.0,557,11.131324768066406,842314
2478,1045.0,1046,11.131324768066406,843360
2479,454.0,455,15.113903045654297,843815
2480,556.0,557,15.113903045654297,844372
2481,931.0,932,15.113903045654297,845304
2482,453.0,454,15.113903045654297,845758
2483,871.0,872,13.629613876342773,846630
2484,1053.0,1054,13.629613876342773,847684
2485,1045.0,1046,9.342434883117676,848730
2486,181.0,182,9.342434883117676,848912
2487,1045.0,1046,22.575824737548828,849958
2488,558.0,559,22.575824737548828,850517
2489,436.0,437,22.575824737548828,850954
2490,556.0,557,22.575824737548828,851511
2491,453.0,454,22.575824737548828,851965
2492,556.0,557,22.530546188354492,852522
2493,556.0,557,22.530546188354492,853079
2494,556.0,557,22.530546188354492,853636
2495,499.0,500,10.70924186706543,854136
2496,986.0,987,10.70924186706543,855123
2497,454.0,455,10.70924186706543,855578
2498,453.0,454,10.70924186706543,856032
2499,453.0,454,4.233173370361328,856486
2500,556.0,557,4.233173370361328,857043
2501,453.0,454,4.233173370361328,857497
2502,556.0,557,4.233173370361328,858054
2503,454.0,455,15.599791526794434,858509
2504,556.0,557,15.599791526794434,859066
2505,980.0,981,15.599791526794434,860047
2506,453.0,454,2.7103118896484375,860501
2507,453.0,454,2.7103118896484375,860955
2508,1045.0,1046,2.7103118896484375,862001
2509,453.0,454,3.3065433502197266,862455
2510,165.0,166,3.3065433502197266,862621
2511,887.0,888,3.3065433502197266,863509
2512,297.0,298,3.3065433502197266,863807
2513,453.0,454,11.97380256652832,864261
2514,1045.0,1046,11.97380256652832,865307
2515,64.0,65,11.97380256652832,865372
2516,453.0,454,11.97380256652832,865826
2517,556.0,557,32.78912353515625,866383
2518,556.0,557,32.78912353515625,866940
2519,170.0,171,32.78912353515625,867111
2520,453.0,454,32.78912353515625,867565
2521,297.0,298,32.78912353515625,867863
2522,171.0,172,32.78912353515625,868035
2523,556.0,557,72.16085815429688,868592
2524,934.0,935,72.16085815429688,869527
2525,436.0,437,72.16085815429688,869964
2526,979.0,980,9.239005088806152,870944
2527,291.0,292,9.239005088806152,871236
2528,935.0,936,9.239005088806152,872172
2529,556.0,557,74.94153594970703,872729
2530,436.0,437,74.94153594970703,873166
2531,653.0,654,74.94153594970703,873820
2532,979.0,980,36.72953414916992,874800
2533,183.0,184,36.72953414916992,874984
2534,453.0,454,36.72953414916992,875438
2535,976.0,977,36.72953414916992,876415
2536,980.0,981,7.496350288391113,877396
2537,976.0,977,7.496350288391113,878373
2538,77.0,78,7.496350288391113,878451
2539,453.0,454,51.04204177856445,878905
2540,453.0,454,51.04204177856445,879359
2541,871.0,872,51.04204177856445,880231
2542,935.0,936,5.359158992767334,881167
2543,556.0,557,5.359158992767334,881724
2544,1046.0,1047,16.47699737548828,882771
2545,453.0,454,16.47699737548828,883225
2546,436.0,437,16.47699737548828,883662
2547,436.0,437,16.47699737548828,884099
2548,934.0,935,26.56672477722168,885034
2549,1045.0,1046,26.56672477722168,886080
2550,981.0,982,15.891716003417969,887062
2551,976.0,977,15.891716003417969,888039
2552,454.0,455,15.891716003417969,888494
2553,454.0,455,38.85330581665039,888949
2554,565.0,566,38.85330581665039,889515
2555,78.0,79,38.85330581665039,889594
2556,653.0,654,38.85330581665039,890248
2557,977.0,978,35.547157287597656,891226
2558,463.0,464,35.547157287597656,891690
2559,1045.0,1046,35.547157287597656,892736
2560,453.0,454,34.67179489135742,893190
2561,50.0,51,34.67179489135742,893241
2562,556.0,557,34.67179489135742,893798
2563,1047.0,1048,34.67179489135742,894846
2564,981.0,982,11.977925300598145,895828
2565,436.0,437,11.977925300598145,896265
2566,1047.0,1048,5.880076885223389,897313
2567,1049.0,1050,5.880076885223389,898363
2568,556.0,557,5.880076885223389,898920
2569,556.0,557,3.5426793098449707,899477
2570,453.0,454,3.5426793098449707,899931
2571,653.0,654,3.5426793098449707,900585
2572,436.0,437,3.5426793098449707,901022
2573,455.0,456,58.88401794433594,901478
2574,454.0,455,58.88401794433594,901933
2575,935.0,936,58.88401794433594,902869
2576,168.0,169,58.88401794433594,903038
2577,68.0,69,58.88401794433594,903107
2578,454.0,455,10.385993003845215,903562
2579,556.0,557,10.385993003845215,904119
2580,453.0,454,10.385993003845215,904573
2581,978.0,979,4.285585880279541,905552
2582,556.0,557,4.285585880279541,906109
2583,929.0,930,4.285585880279541,907039
2584,556.0,557,11.163851737976074,907596
2585,453.0,454,11.163851737976074,908050
2586,556.0,557,11.163851737976074,908607
2587,556.0,557,11.163851737976074,909164
2588,453.0,454,7.790727138519287,909618
2589,556.0,557,7.790727138519287,910175
2590,556.0,557,7.790727138519287,910732
2591,933.0,934,15.387916564941406,911666
2592,453.0,454,15.387916564941406,912120
2593,976.0,977,15.387916564941406,913097
2594,556.0,557,48.017494201660156,913654
2595,453.0,454,48.017494201660156,914108
2596,556.0,557,48.017494201660156,914665
2597,453.0,454,48.017494201660156,915119
2598,556.0,557,13.154245376586914,915676
2599,556.0,557,13.154245376586914,916233
2600,453.0,454,13.154245376586914,916687
2601,452.0,453,13.154245376586914,917140
2602,454.0,455,4.610705852508545,917595
2603,976.0,977,4.610705852508545,918572
2604,556.0,557,4.610705852508545,919129
2605,463.0,464,14.349489212036133,919593
2606,454.0,455,14.349489212036133,920048
2607,871.0,872,14.349489212036133,920920
2608,977.0,978,29.3415470123291,921898
2609,452.0,453,29.3415470123291,922351
2610,453.0,454,29.3415470123291,922805
2611,556.0,557,29.3415470123291,923362
2612,436.0,437,27.34579849243164,923799
2613,556.0,557,27.34579849243164,924356
2614,933.0,934,27.34579849243164,925290
2615,453.0,454,30.87764549255371,925744
2616,436.0,437,30.87764549255371,926181
2617,976.0,977,30.87764549255371,927158
2618,871.0,872,3.2817513942718506,928030
2619,453.0,454,3.2817513942718506,928484
2620,556.0,557,3.2817513942718506,929041
2621,453.0,454,3.2817513942718506,929495
2622,454.0,455,3.1474289894104004,929950
2623,1045.0,1046,3.1474289894104004,930996
2624,454.0,455,3.1474289894104004,931451
2625,453.0,454,21.122732162475586,931905
2626,177.0,178,21.122732162475586,932083
2627,453.0,454,21.122732162475586,932537
2628,436.0,437,21.122732162475586,932974
2629,453.0,454,21.122732162475586,933428
2630,453.0,454,21.122732162475586,933882
2631,452.0,453,19.65260887145996,934335
2632,556.0,557,19.65260887145996,934892
2633,976.0,977,19.65260887145996,935869
2634,976.0,977,5.769083023071289,936846
2635,454.0,455,5.769083023071289,937301
2636,177.0,178,5.769083023071289,937479
2637,452.0,453,5.769083023071289,937932
2638,871.0,872,13.649418830871582,938804
2639,453.0,454,13.649418830871582,939258
2640,324.0,325,13.649418830871582,939583
2641,556.0,557,2.9451029300689697,940140
2642,1045.0,1046,2.9451029300689697,941186
2643,452.0,453,2.9451029300689697,941639
2644,556.0,557,33.72520446777344,942196
2645,761.0,762,33.72520446777344,942958
2646,452.0,453,33.72520446777344,943411
2647,454.0,455,33.72520446777344,943866
2648,556.0,557,13.00759220123291,944423
2649,453.0,454,13.00759220123291,944877
2650,453.0,454,13.00759220123291,945331
2651,556.0,557,13.00759220123291,945888
2652,556.0,557,4.312386512756348,946445
2653,453.0,454,4.312386512756348,946899
2654,452.0,453,4.312386512756348,947352
2655,452.0,453,4.312386512756348,947805
2656,452.0,453,6.066490173339844,948258
2657,936.0,937,6.066490173339844,949195
2658,502.0,503,6.066490173339844,949698
2659,761.0,762,6.695850372314453,950460
2660,565.0,566,6.695850372314453,951026
2661,453.0,454,6.695850372314453,951480
2662,453.0,454,6.695850372314453,951934
2663,556.0,557,81.10262298583984,952491
2664,454.0,455,81.10262298583984,952946
2665,556.0,557,81.10262298583984,953503
2666,556.0,557,81.10262298583984,954060
2667,556.0,557,7.301178455352783,954617
2668,454.0,455,7.301178455352783,955072
2669,556.0,557,7.301178455352783,955629
2670,556.0,557,7.301178455352783,956186
2671,990.0,991,7.652192115783691,957177
2672,935.0,936,7.652192115783691,958113
2673,556.0,557,11.312673568725586,958670
2674,182.0,183,11.312673568725586,958853
2675,556.0,557,11.312673568725586,959410
2676,556.0,557,11.312673568725586,959967
2677,556.0,557,6.047821044921875,960524
2678,453.0,454,6.047821044921875,960978
2679,453.0,454,6.047821044921875,961432
2680,453.0,454,6.047821044921875,961886
2681,436.0,437,6.047821044921875,962323
2682,453.0,454,3.659334421157837,962777
2683,556.0,557,3.659334421157837,963334
2684,761.0,762,3.659334421157837,964096
2685,452.0,453,3.659334421157837,964549
2686,453.0,454,12.061775207519531,965003
2687,556.0,557,12.061775207519531,965560
2688,557.0,558,12.061775207519531,966118
2689,976.0,977,7.339631080627441,967095
2690,120.0,121,7.339631080627441,967216
2691,656.0,657,7.339631080627441,967873
2692,1048.0,1049,7.738813400268555,968922
2693,454.0,455,7.738813400268555,969377
2694,452.0,453,7.738813400268555,969830
2695,935.0,936,4.807738780975342,970766
2696,563.0,564,4.807738780975342,971330
2697,567.0,568,4.807738780975342,971898
2698,453.0,454,4.807738780975342,972352
2699,1046.0,1047,19.357791900634766,973399
2700,989.0,990,19.357791900634766,974389
2701,1048.0,1049,32.397396087646484,975438
2702,453.0,454,32.397396087646484,975892
2703,452.0,453,32.397396087646484,976345
2704,563.0,564,6.453824043273926,976909
2705,454.0,455,6.453824043273926,977364
2706,976.0,977,6.453824043273926,978341
2707,556.0,557,6.453824043273926,978898
2708,69.0,70,37.62921142578125,978968
2709,556.0,557,37.62921142578125,979525
2710,556.0,557,37.62921142578125,980082
2711,436.0,437,37.62921142578125,980519
2712,556.0,557,14.737363815307617,981076
2713,1050.0,1051,14.737363815307617,982127
2714,556.0,557,14.737363815307617,982684
2715,1050.0,1051,4.852974891662598,983735
2716,556.0,557,4.852974891662598,984292
2717,656.0,657,4.852974891662598,984949
2718,1047.0,1048,6.288954257965088,985997
2719,976.0,977,6.288954257965088,986974
2720,980.0,981,2.613703489303589,987955
2721,453.0,454,2.613703489303589,988409
2722,453.0,454,2.613703489303589,988863
2723,556.0,557,13.622964859008789,989420
2724,976.0,977,13.622964859008789,990397
2725,452.0,453,13.622964859008789,990850
2726,455.0,456,4.928339958190918,991306
2727,933.0,934,4.928339958190918,992240
2728,453.0,454,4.928339958190918,992694
2729,556.0,557,4.928339958190918,993251
2730,181.0,182,15.26525592803955,993433
2731,556.0,557,15.26525592803955,993990
2732,557.0,558,15.26525592803955,994548
2733,557.0,558,15.26525592803955,995106
2734,1052.0,1053,36.95589065551758,996159
2735,436.0,437,36.95589065551758,996596
2736,452.0,453,36.95589065551758,997049
2737,324.0,325,36.95589065551758,997374
2738,931.0,932,7.827547550201416,998306
2739,1050.0,1051,7.827547550201416,999357
2740,933.0,934,55.22308349609375,1000291
2741,453.0,454,55.22308349609375,1000745
